SampleID	TERT	Tissue	Tissues	Description	EXTEND
GTEX-13CF3-1626-SM-5IFG9	0.2844	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.779636238
GTEX-13CF3-1726-SM-5LU9E	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.613289556
GTEX-13CF3-1826-SM-5J1NK	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.454427885
GTEX-13CF3-1926-SM-5K7WF	0.3384	Stomach	Stomach	Stomach	0.59021219
GTEX-13CF3-2126-SM-5IFJP	0	Breast	Breast	Breast_MammaryTissue	0.640004341
GTEX-13CF3-2226-SM-5J2MX	0	Blood Vessel	ArteryTibial	ArteryTibial	0.193658708
GTEX-13CF3-2326-SM-5IFGL	0.06452	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.626183336
GTEX-13CF3-2426-SM-5IFGX	0.35	Skin	Skin_SunExposed	Skin_SunExposed	0.566429343
GTEX-13CIG-0006-SM-5P9HF	0.01966	Blood	WholeBlood	WholeBlood	0.36644275
GTEX-13CIG-0011-R3b-SM-5K7XF	0.01623	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.476185056
GTEX-13CIG-0011-R5b-SM-5L3F2	0.6569	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.558850082
GTEX-13CIG-0011-R8b-SM-5LZX5	0.2114	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.494996562
GTEX-13CIG-0011-R9a-SM-5K7VU	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.538042359
GTEX-13CZU-0005-SM-5LU8K	0.08746	Blood	WholeBlood	WholeBlood	0.502317588
GTEX-13CZU-0008-SM-5ZZUI	0.03296	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.803295276
GTEX-13CZV-0006-SM-5P9IN	0.07665	Blood	WholeBlood	WholeBlood	0.268583668
GTEX-13CZV-0008-SM-5ZZUE	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.610634339
GTEX-13CZV-0011-R10b-SM-5LZYD	0.1685	Brain	Brain_FC	Brain_Frontal Cortex	0.56585443
GTEX-13CZV-0011-R11b-SM-5N9FN	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.596382277
GTEX-13CZV-0011-R3a-SM-5KM27	0.08375	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.455675958
GTEX-13CZV-0011-R4b-SM-5J2NY	0.02532	Brain	BrainAmygdala	BrainAmygdala	0.491180083
GTEX-13CZV-0011-R5a-SM-5K7XA	0.8413	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.57505928
GTEX-13CZV-0011-R7b-SM-5LZXH	0.08225	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.461957128
GTEX-13CZV-0011-R9a-SM-5LZXT	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.44942292
GTEX-13D11-0226-SM-5LZXL	0.06141	Thyroid	Thyroid	Thyroid	0.353292003
GTEX-13D11-0326-SM-5LZXX	0.03314	Lung	Lung	Lung	0.485561056
GTEX-13D11-0426-SM-5LZYA	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.454292846
GTEX-13D11-0526-SM-5LZYM	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.540058659
GTEX-13D11-0626-SM-5LZYY	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.51698822
GTEX-13D11-0726-SM-5LZZB	0.8781	Small Intestine	Small_Intestine	Small_Intestine	0.541707791
GTEX-13D11-0826-SM-5KLZJ	0.5494	Colon	Colon_Transverse	Colon_Transverse	0.540038025
GTEX-13D11-0926-SM-5J2NC	0.04785	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.530385747
GTEX-13D11-1026-SM-5IJFB	0.01685	Breast	Breast	Breast_MammaryTissue	0.490508363
GTEX-13D11-1126-SM-5KLYS	0	Ovary	Ovary	Ovary	0.565560775
GTEX-13D11-1226-SM-5IFGA	0	Uterus	Uterus	Uterus	0.62703522
GTEX-13D11-1326-SM-5IJFY	0.1321	Vagina	Vagina	Vagina	0.645876643
GTEX-13D11-1426-SM-5K7Y9	0	Blood Vessel	ArteryAorta	ArteryAorta	0.459383823
GTEX-13D11-1526-SM-5J2NA	0	Heart	Heart_AA	Heart_AtrialAppendage	0.463250601
GTEX-13D11-1726-SM-5IFGQ	0	Heart	Heart_LV	Heart_LeftVentricle	0.283796102
GTEX-13D11-1826-SM-5J2NM	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.480454859
GTEX-13D11-1926-SM-5IFGB	0.1143	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.67061847
GTEX-13D11-2026-SM-5IJBK	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.547563247
GTEX-13D11-2126-SM-5IFH2	0.1807	Stomach	Stomach	Stomach	0.557827474
GTEX-13D11-2226-SM-5IFEO	0.007076	Pancreas	Pancreas	Pancreas	0.413704183
GTEX-13D11-2326-SM-5IJCY	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.556738525
GTEX-13D11-2426-SM-5KM1V	0.01154	Skin	Skin_SunExposed	Skin_SunExposed	0.559926369
GTEX-13D11-2526-SM-5KM28	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.485442959
GTEX-13D11-2626-SM-5IJDB	0	Nerve	NerveTibial	Nerve_Tibial	0.435914629
GTEX-13D11-2726-SM-5K7V7	0	Blood Vessel	ArteryTibial	ArteryTibial	0.518883368
GTEX-13FH7-0008-SM-5ZZUJ	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.787996976
GTEX-13FH7-0126-SM-5KLZ1	0.05894	Thyroid	Thyroid	Thyroid	0.410241609
GTEX-13FH7-0226-SM-5IFGG	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.272447989
GTEX-13FH7-0326-SM-5J1MR	0.009751	Blood Vessel	ArteryAorta	ArteryAorta	0.408927573
GTEX-13FH7-0426-SM-5KM4M	0.0115	Blood Vessel	ArteryCoronary	ArteryCoronary	0.485467282
GTEX-13FH7-0526-SM-5IJF8	0.4435	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.736663729
GTEX-13FH7-0626-SM-5KLZD	0.009311	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.443321367
GTEX-13FH7-0726-SM-5J2NK	0.03747	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.443958632
GTEX-13FH7-0826-SM-5J2NW	0	Heart	Heart_AA	Heart_AtrialAppendage	0.27117003
GTEX-13FH7-0926-SM-5J2MR	0	Heart	Heart_LV	Heart_LeftVentricle	0.448179878
GTEX-13FH7-1026-SM-5IJGF	0.2171	Stomach	Stomach	Stomach	0.518446069
GTEX-13FH7-1126-SM-5K7UG	0.01826	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.538229978
GTEX-13FH7-1226-SM-5IJFK	0.6455	Small Intestine	Small_Intestine	Small_Intestine	0.518067275
GTEX-13FH7-1326-SM-5IFG8	0.8693	Spleen	Spleen	Spleen	0.61803066
GTEX-13FH7-1426-SM-5IFIC	0	Pancreas	Pancreas	Pancreas	0.585637335
GTEX-13FH7-1526-SM-5J2N6	0	Colon	Colon_Transverse	Colon_Transverse	0.29611558
GTEX-13FH7-1626-SM-5J2O9	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.54161144
GTEX-13FH7-1726-SM-5IJE7	0.2366	Lung	Lung	Lung	0.510411239
GTEX-13FH7-1926-SM-5J2OL	0.007473	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.470971776
GTEX-13FH7-2026-SM-5IJCR	0.2995	Skin	Skin_SunExposed	Skin_SunExposed	0.579192468
GTEX-13FH7-2126-SM-5L3DJ	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.273521495
GTEX-13FH7-2226-SM-5IJD4	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.648986436
GTEX-13FH7-2326-SM-5KM1E	0	Blood Vessel	ArteryTibial	ArteryTibial	0.415948585
GTEX-13FH7-2426-SM-5K7US	0.01217	Nerve	NerveTibial	Nerve_Tibial	0.44936595
GTEX-13FHO-0011-R10b-SM-5J2MM	0.2484	Brain	Brain_FC	Brain_Frontal Cortex	0.507219803
GTEX-13FHO-0011-R11b-SM-5LZYQ	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.737842618
GTEX-13FHO-0011-R1b-SM-5KLZG	0	Brain	Brain_Hippocampus	Brain_Hippocampus	0.493738997
GTEX-13FHO-0011-R3b-SM-5K7YA	0.0641	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.481224544
GTEX-13FHO-0011-R5b-SM-5LZZ3	1.519	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.600427549
GTEX-13FHO-0011-R6b-SM-5LZX1	0.9462	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.613467294
GTEX-13FHO-0011-R7b-SM-5LZXD	0.7879	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.574814358
GTEX-13FHO-0226-SM-5IFGY	0.09068	Skin	Skin_SunExposed	Skin_SunExposed	0.55040959
GTEX-13FHO-0326-SM-5IJBH	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.579390836
GTEX-13FHO-0426-SM-5L3F5	0.5822	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.671625825
GTEX-13FHO-0526-SM-5K7VS	0	Nerve	NerveTibial	Nerve_Tibial	0.551012223
GTEX-13FHO-0726-SM-5IJDG	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.283623662
GTEX-13FHO-0826-SM-5L3E8	0.02442	Breast	Breast	Breast_MammaryTissue	0.608404692
GTEX-13FHO-0926-SM-5N9EW	0	Thyroid	Thyroid	Thyroid	0.486128744
GTEX-13FHO-1026-SM-5KM1Q	0.01336	Lung	Lung	Lung	0.467076916
GTEX-13FHO-1226-SM-5L3EF	0	Heart	Heart_AA	Heart_AtrialAppendage	0.320148208
GTEX-13FHO-1626-SM-5IJGB	0	Blood Vessel	ArteryAorta	ArteryAorta	0.487136398
GTEX-13FHO-1726-SM-5IFGM	0.1072	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.605362317
GTEX-13FHO-1826-SM-5K7Y6	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.319170581
GTEX-13FHO-2026-SM-5J1OA	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.326408645
GTEX-13FHO-2726-SM-5K7VG	0.00945	Colon	Colon_Sigmoid	Colon_Sigmoid	0.461801856
GTEX-13FHO-2826-SM-5K7ZA	0	Prostate	Prostate	Prostate	0.455605491
GTEX-13FHO-2926-SM-5L3ES	0.01486	Brain	Brain_Cerebellum	Brain_Cerebellum	0.575527694
GTEX-13FHO-3026-SM-5J1O9	0.3477	Brain	Brain_Cortex	Brain_Cortex	0.529665227
GTEX-13FHO-3126-SM-5IJF6	0.008044	Pituitary	Pituitary	Pituitary	0.270085482
GTEX-13FHP-0011-R11b-SM-5LZXP	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.414312196
GTEX-13FHP-0011-R1b-SM-5K7XL	0	Brain	Brain_Hippocampus	Brain_Hippocampus	0.504989334
GTEX-13FHP-0011-R5b-SM-5LZY2	0.2794	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.530742162
GTEX-13FHP-0011-R6b-SM-5LZY6	0.5784	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.601610403
GTEX-13FHP-0011-R7b-SM-5LZYI	0.08605	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.453114677
GTEX-13FHP-0126-SM-5IJBG	0.1246	Skin	Skin_SunExposed	Skin_SunExposed	0.605585868
GTEX-13FHP-0226-SM-5K7WD	0.01596	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.581428495
GTEX-13FHP-0326-SM-5K7U2	0	Nerve	NerveTibial	Nerve_Tibial	0.309304692
GTEX-13FHP-0426-SM-5J1O5	0	Blood Vessel	ArteryTibial	ArteryTibial	0.441941453
GTEX-13FHP-0526-SM-5K7UY	0.006582	Muscle	MuscleSkeletal	Muscle_Skeletal	0.333543943
GTEX-13FHP-0726-SM-5K7YI	0	Lung	Lung	Lung	0.222424295
GTEX-13FHP-0826-SM-5K7V5	0	Heart	Heart_AA	Heart_AtrialAppendage	0.508543623
GTEX-13FHP-0926-SM-5L3EC	0	Thyroid	Thyroid	Thyroid	0.504837839
GTEX-13FHP-1026-SM-5K7Y2	0	Heart	Heart_LV	Heart_LeftVentricle	0.212932782
GTEX-13FHP-1126-SM-5IJDO	0.0733	Blood Vessel	ArteryCoronary	ArteryCoronary	0.445904823
GTEX-13FHP-1526-SM-5IJGE	0	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.625393206
GTEX-13FHP-1626-SM-5N9FK	0.04569	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.461536636
GTEX-13FHP-2426-SM-5KLZ5	0.106	Colon	Colon_Transverse	Colon_Transverse	0.466216163
GTEX-13FHP-2826-SM-5IJFW	2.638	Testis	Testis	Testis	0.763656581
GTEX-13FHP-2926-SM-5IJG9	0.01035	Brain	Brain_Cerebellum	Brain_Cerebellum	0.666984534
GTEX-13FHP-3026-SM-5IJBS	0.1342	Brain	Brain_Cortex	Brain_Cortex	0.528026809
GTEX-13FHP-3126-SM-5KLYX	0.009263	Pituitary	Pituitary	Pituitary	0.366067304
GTEX-13FLV-0011-R10b-SM-5LZZ2	0.1302	Brain	Brain_FC	Brain_Frontal Cortex	0.423161736
GTEX-13FLV-0011-R11a-SM-5LZZ7	0.01322	Brain	Brain_CH	Brain_CerebellarHemisphere	0.607948495
GTEX-13FLV-0011-R3b-SM-5LZYP	0.01618	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.45567453
GTEX-13FLV-0011-R4a-SM-5LZYU	0	Brain	BrainAmygdala	BrainAmygdala	0.567092171
GTEX-13FLV-0011-R5a-SM-5LZWT	0.5108	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.518468103
GTEX-13FLV-0011-R6a-SM-5KLZ4	0.4691	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.516038232
GTEX-13FLV-0011-R7b-SM-5K7WW	0.6043	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.522755555
GTEX-13FLV-0011-R8a-SM-5LZZE	0.09029	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.481179021
GTEX-13FLV-0011-R9b-SM-5L3DA	0.1287	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.454473067
GTEX-13FLV-0126-SM-5K7WT	0.04901	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.534878999
GTEX-13FLV-0226-SM-5J2OF	0	Thyroid	Thyroid	Thyroid	0.47154592
GTEX-13FLV-0326-SM-5N9DJ	0.004184	Liver	Liver	Liver	0.483337399
GTEX-13FLV-0426-SM-5KLZA	0	Lung	Lung	Lung	0.333130502
GTEX-13FLV-0626-SM-5IFEY	0	Pancreas	Pancreas	Pancreas	0.222499811
GTEX-13FLV-0926-SM-5L3DZ	0	Heart	Heart_LV	Heart_LeftVentricle	0.184782843
GTEX-13FLV-1126-SM-5J2NO	0.02106	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.630061289
GTEX-13FLV-1226-SM-5IJBZ	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.452205437
GTEX-13FLV-1326-SM-5L3EJ	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.48619234
GTEX-13FLV-1426-SM-5J1N4	0	Blood Vessel	ArteryAorta	ArteryAorta	0.37950655
GTEX-13FLV-2326-SM-5K7UK	0	Nerve	NerveTibial	Nerve_Tibial	0.559613857
GTEX-13FLW-0011-R10b-SM-5LZZF	0.09577	Brain	Brain_FC	Brain_Frontal Cortex	0.493842693
GTEX-13FLW-0011-R1b-SM-5LZX2	0.007254	Brain	Brain_Hippocampus	Brain_Hippocampus	0.469332752
GTEX-13FLW-0011-R5a-SM-5LZX6	0.8706	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.581020632
GTEX-13FLW-0011-R6b-SM-5L3EN	0.3126	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.539801288
GTEX-13FLW-0011-R7b-SM-5L3EZ	0.5565	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.55506024
GTEX-13FLW-0011-R8b-SM-5J1MZ	1.045	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.53946484
GTEX-13FLW-0326-SM-5J2M4	0.01064	Thyroid	Thyroid	Thyroid	0.500477981
GTEX-13FLW-1426-SM-5K7YE	0.03354	Brain	Brain_Cortex	Brain_Cortex	0.522748199
GTEX-13FLW-2126-SM-5N9FD	1.475	Testis	Testis	Testis	0.747605542
GTEX-13FTW-0005-SM-5LZVZ	0.1363	Blood	WholeBlood	WholeBlood	0.365508943
GTEX-13FTW-0126-SM-5IJED	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.227902786
GTEX-13FTW-0326-SM-5K7UW	0.356	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.542032062
GTEX-13FTW-0426-SM-5K7X2	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.519236519
GTEX-13FTW-0526-SM-5IFIP	0	Pancreas	Pancreas	Pancreas	0.50402954
GTEX-13FTW-0626-SM-5IFEX	0.01025	Thyroid	Thyroid	Thyroid	0.48249952
GTEX-13FTW-0826-SM-5K7XR	0.007355	Heart	Heart_AA	Heart_AtrialAppendage	0.405293888
GTEX-13FTW-0926-SM-5J2NJ	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.177929569
GTEX-13FTW-1026-SM-5L3E3	0	Heart	Heart_LV	Heart_LeftVentricle	0.291940823
GTEX-13FTW-1126-SM-5J2NV	0.007084	Liver	Liver	Liver	0.531758267
GTEX-13FTW-1226-SM-5LZZ1	0	Prostate	Prostate	Prostate	0.278009236
GTEX-13FTW-1326-SM-5LZZD	3.121	Testis	Testis	Testis	0.779704883
GTEX-13FTW-1426-SM-5LZWZ	0	Breast	Breast	Breast_MammaryTissue	0.570482006
GTEX-13FTW-1526-SM-5LZXC	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.506779118
GTEX-13FTW-1626-SM-5KM4N	0.05361	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.736718668
GTEX-13FTW-1726-SM-5KM2B	0.3261	Stomach	Stomach	Stomach	0.630093189
GTEX-13FTW-1826-SM-5IJEN	0.5681	Colon	Colon_Transverse	Colon_Transverse	0.612086527
GTEX-13FTW-1926-SM-5K7Y4	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.542909697
GTEX-13FTW-2026-SM-5IJE2	0.5821	Small Intestine	Small_Intestine	Small_Intestine	0.586365668
GTEX-13FTW-2126-SM-5K7YG	0.0253	Colon	Colon_Sigmoid	Colon_Sigmoid	0.531734543
GTEX-13FTW-2226-SM-5J1OH	0	Blood Vessel	ArteryTibial	ArteryTibial	0.22109576
GTEX-13FTW-2326-SM-5K7YS	0.01051	Muscle	MuscleSkeletal	Muscle_Skeletal	0.564445643
GTEX-13FTW-2526-SM-5IJC8	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.639043748
GTEX-13FTW-2626-SM-5K7WL	0.08316	Skin	Skin_SunExposed	Skin_SunExposed	0.533708766
GTEX-13FTX-0005-SM-5N9F6	0.1883	Blood	WholeBlood	WholeBlood	0.753909423
GTEX-13FTX-0226-SM-5K7TX	0	Blood Vessel	ArteryAorta	ArteryAorta	0.445763591
GTEX-13FTX-0326-SM-5J2NG	0.1417	Lung	Lung	Lung	0.487820684
GTEX-13FTX-0526-SM-5IFGS	0.117	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.673361736
GTEX-13FTX-0626-SM-5J2NS	0.01655	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.575085457
GTEX-13FTX-0726-SM-5N9BI	0.5228	Stomach	Stomach	Stomach	0.660634809
GTEX-13FTX-0926-SM-5IFF7	0.1171	Ovary	Ovary	Ovary	0.57547956
GTEX-13FTX-1026-SM-5J2O5	0	Uterus	Uterus	Uterus	0.294679142
GTEX-13FTX-1126-SM-5N9EN	0	Breast	Breast	Breast_MammaryTissue	0.622127695
GTEX-13FTX-1226-SM-5IFGN	0	Pancreas	Pancreas	Pancreas	0.472801406
GTEX-13FTX-1526-SM-5K7VJ	0.03161	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.490913267
GTEX-13FTX-1826-SM-5J1NX	0.009649	Skin	Skin_SunExposed	Skin_SunExposed	0.477408586
GTEX-13FTX-2026-SM-5L3D6	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.132625068
GTEX-13FTX-2226-SM-5J1OP	0.008581	Blood Vessel	ArteryTibial	ArteryTibial	0.439754136
GTEX-13FTY-0005-SM-5NQ78	0.04718	Blood	WholeBlood	WholeBlood	0.582201655
GTEX-13FTY-0011-R11a-SM-5IJEA	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.625336646
GTEX-13FTY-0011-R1a-SM-5LZXE	0	Brain	Brain_Hippocampus	Brain_Hippocampus	0.446940064
GTEX-13FTY-0011-R9b-SM-5KM2U	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.463936365
GTEX-13FTY-0126-SM-5J2NZ	0.04696	Lung	Lung	Lung	0.290856363
GTEX-13FTY-0226-SM-5IJBW	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.220874825
GTEX-13FTY-0326-SM-5L3DN	0	Nerve	NerveTibial	Nerve_Tibial	0.324045922
GTEX-13FTY-0426-SM-5IJC2	0	Blood Vessel	ArteryTibial	ArteryTibial	0.514656787
GTEX-13FTY-0526-SM-5L3EV	0.105	Skin	Skin_SunExposed	Skin_SunExposed	0.613759592
GTEX-13FTY-0626-SM-5L3F8	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.537445854
GTEX-13FTY-0726-SM-5J2OH	0.01214	Thyroid	Thyroid	Thyroid	0.343648168
GTEX-13FTY-2126-SM-5IFFB	0.04305	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.619291093
GTEX-13FTY-2226-SM-5J1ND	0.01183	Breast	Breast	Breast_MammaryTissue	0.62442244
GTEX-13FTY-2826-SM-5J2ML	0.01061	Pituitary	Pituitary	Pituitary	0.409797078
GTEX-13FTZ-0005-SM-5NQ9N	0.09266	Blood	WholeBlood	WholeBlood	0.600423037
GTEX-13FTZ-0011-R10b-SM-5KLZS	0.06413	Brain	Brain_FC	Brain_Frontal Cortex	0.424162265
GTEX-13FTZ-0126-SM-5K7V3	0.0144	Blood Vessel	ArteryAorta	ArteryAorta	0.272576804
GTEX-13FTZ-0226-SM-5K7X6	0	Heart	Heart_LV	Heart_LeftVentricle	0.174056949
GTEX-13FTZ-0326-SM-5J1O1	0	Heart	Heart_AA	Heart_AtrialAppendage	0.424656415
GTEX-13FTZ-0526-SM-5IJCW	0.01344	Lung	Lung	Lung	0.351838435
GTEX-13FTZ-0726-SM-5IFFY	0	Liver	Liver	Liver	0.472685425
GTEX-13FTZ-2226-SM-5LZXI	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.375996651
GTEX-13FXS-0006-SM-5O99X	0.008983	Blood	WholeBlood	WholeBlood	0.621993614
GTEX-13FXS-0011-R10a-SM-5J2MA	0.112	Brain	Brain_FC	Brain_Frontal Cortex	0.55022859
GTEX-13FXS-0011-R11a-SM-5L3DM	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.622095623
GTEX-13FXS-0011-R1a-SM-5K7U6	0.01252	Brain	Brain_Hippocampus	Brain_Hippocampus	0.465039862
GTEX-13FXS-0011-R2b-SM-5K7XX	1.05	Brain	Brain_SN	Brain_SubstantiaNigra	0.451955276
GTEX-13FXS-0011-R5b-SM-5LZYE	1.234	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.598629043
GTEX-13FXS-0011-R6b-SM-5L3F7	0.2706	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.497495191
GTEX-13FXS-0011-R7a-SM-5L3FC	0.2114	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.482996574
GTEX-13FXS-0011-R8a-SM-5J1MN	0.1775	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.544725233
GTEX-13FXS-0011-R9a-SM-5K7UI	0	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.452995122
GTEX-13FXS-0226-SM-5IJCK	0.03982	Skin	Skin_SunExposed	Skin_SunExposed	0.50127873
GTEX-13FXS-0326-SM-5K7TV	0.006839	Muscle	MuscleSkeletal	Muscle_Skeletal	0.398623485
GTEX-13FXS-0726-SM-5LZXJ	0.2076	Thyroid	Thyroid	Thyroid	0.423743817
GTEX-13FXS-1026-SM-62LFQ	0	Heart	Heart_AA	Heart_AtrialAppendage	0.491412346
GTEX-13FXS-1126-SM-5IJBB	0.01538	Blood Vessel	ArteryCoronary	ArteryCoronary	0.408962344
GTEX-13FXS-1326-SM-62LFR	0.02612	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.402951398
GTEX-13FXS-2826-SM-5LZYC	0.08523	Prostate	Prostate	Prostate	0.431212324
GTEX-13FXS-3026-SM-5LZYO	0.01486	Brain	Brain_Cerebellum	Brain_Cerebellum	0.609495421
GTEX-13FXS-3126-SM-5J2NN	0.2929	Brain	Brain_Cortex	Brain_Cortex	0.56932492
GTEX-13G51-0005-SM-5N9EP	0.05669	Blood	WholeBlood	WholeBlood	0.591242975
GTEX-13G51-0011-R10b-SM-5LZYF	0.1589	Brain	Brain_FC	Brain_Frontal Cortex	0.495693575
GTEX-13G51-0011-R11b-SM-5J2NE	0.01259	Brain	Brain_CH	Brain_CerebellarHemisphere	0.610370831
GTEX-13G51-0011-R1a-SM-5LZYR	0.03544	Brain	Brain_Hippocampus	Brain_Hippocampus	0.45749382
GTEX-13G51-0011-R2b-SM-5LZXS	0.4701	Brain	Brain_SN	Brain_SubstantiaNigra	0.375944064
GTEX-13G51-0011-R5a-SM-5L3EB	1.937	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.60815618
GTEX-13G51-0011-R6b-SM-5LZX4	0.2943	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.482547073
GTEX-13G51-0011-R7b-SM-5LZXG	0.7059	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.554231172
GTEX-13G51-0011-R8b-SM-5LZZ4	0.08828	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.451166992
GTEX-13G51-0426-SM-5K7Z5	0	Lung	Lung	Lung	0.160570986
GTEX-13G51-0526-SM-5IJCQ	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.502846697
GTEX-13G51-0926-SM-5IFFU	0.2453	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.637820609
GTEX-13G51-1026-SM-5K7YQ	0.03974	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.428346354
GTEX-13G51-1226-SM-5K7Z3	0	Thyroid	Thyroid	Thyroid	0.218197114
GTEX-13G51-1826-SM-5KLZH	0.1238	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.69429801
GTEX-13G51-2126-SM-5IJD9	0.01297	Colon	Colon_Sigmoid	Colon_Sigmoid	0.518293932
GTEX-13G51-2326-SM-5LZXV	0.04451	Prostate	Prostate	Prostate	0.425231126
