SampleID	TERT	Tissue	Tissues	Description	EXTEND
GTEX-ZE9C-3026-SM-4WKHB	0.3046	Brain	Brain_Cortex	Brain_Cortex	0.475053945
GTEX-ZE9C-3126-SM-4WKHN	0.3145	Pituitary	Pituitary	Pituitary	0.377494907
GTEX-ZEX8-0004-SM-4WKFQ	0.9381	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.960075247
GTEX-ZEX8-0005-SM-4WKGE	0.109	Blood	WholeBlood	WholeBlood	0.504379819
GTEX-ZEX8-0008-SM-4E3JU	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.657455722
GTEX-ZEX8-0326-SM-4WKGS	0	Heart	Heart_AA	Heart_AtrialAppendage	0.498218331
GTEX-ZEX8-0426-SM-4WWEN	0	Heart	Heart_LV	Heart_LeftVentricle	0.265435844
GTEX-ZEX8-0526-SM-4WKH5	0.06898	Lung	Lung	Lung	0.495814914
GTEX-ZEX8-0726-SM-4WKH8	2.258	Spleen	Spleen	Spleen	0.748343405
GTEX-ZEX8-0826-SM-4WKHK	0	Liver	Liver	Liver	0.262680349
GTEX-ZEX8-1026-SM-4WKHE	0	Pancreas	Pancreas	Pancreas	0.289657129
GTEX-ZEX8-1226-SM-5S2OK	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.487097947
GTEX-ZEX8-1326-SM-4WWEW	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.462226353
GTEX-ZEX8-1426-SM-4WKHQ	0.129	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.716962346
GTEX-ZEX8-1526-SM-4WWBE	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.276902461
GTEX-ZEX8-1626-SM-4WKG7	0	Stomach	Stomach	Stomach	0.537956992
GTEX-ZEX8-1826-SM-57WBH	1.126	Small Intestine	Small_Intestine	Small_Intestine	0.606318175
GTEX-ZEX8-1926-SM-4WKFR	1.27	Colon	Colon_Transverse	Colon_Transverse	0.69313501
GTEX-ZEX8-2026-SM-4WKF3	0.01183	Prostate	Prostate	Prostate	0.541938402
GTEX-ZEX8-2226-SM-57WC6	0	Breast	Breast	Breast_MammaryTissue	0.594594469
GTEX-ZEX8-2326-SM-5S2MN	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.533941986
GTEX-ZEX8-2426-SM-4WKG4	0.07627	Skin	Skin_SunExposed	Skin_SunExposed	0.480778684
GTEX-ZF28-0005-SM-4WKH3	0.03936	Blood	WholeBlood	WholeBlood	0.464019657
GTEX-ZF28-0008-SM-4E3K3	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.764675349
GTEX-ZF28-0011-R10a-SM-4WWEH	0.09032	Brain	Brain_FC	Brain_Frontal Cortex	0.468486337
GTEX-ZF28-0011-R11a-SM-4WWEI	0	Brain	Brain_CH	Brain_CerebellarHemisphere	0.610655086
GTEX-ZF28-0011-R1a-SM-4WWD1	0.06861	Brain	Brain_Hippocampus	Brain_Hippocampus	0.385503362
GTEX-ZF28-0011-R3a-SM-4WWDA	0	Brain	Brain_ACC	Brain_AnteriorCingulateCortex	0.442057641
GTEX-ZF28-0011-R5a-SM-4WWCZ	1.07	Brain	Brain_Caudate	Brain_Caudate(basalganglia)	0.538460565
GTEX-ZF28-0011-R6a-SM-4WKHI	0.006184	Brain	Brain_NA	Brain_NucleusAccumbens(basalganglia)	0.347481676
GTEX-ZF28-0011-R7a-SM-4WKF5	0.1488	Brain	Brain_Putamen	Brain_Putamen(basalganglia)	0.4391781
GTEX-ZF28-0011-R8a-SM-4WWFW	0.02443	Brain	Brain_Hypothalamus	Brain_Hypothalamus	0.342964198
GTEX-ZF28-0011-R9a-SM-4WWDY	0.02785	Brain	Brain_SC	Brain_Spinalcord(cervicalc-1)	0.413984026
GTEX-ZF28-0126-SM-4WKGK	0.1001	Skin	Skin_SunExposed	Skin_SunExposed	0.507427007
GTEX-ZF28-0226-SM-5S2OE	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.576293867
GTEX-ZF28-0526-SM-4WKGW	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.237606422
GTEX-ZF28-0726-SM-4WKFU	0.018	Lung	Lung	Lung	0.389147083
GTEX-ZF28-0826-SM-4WKGJ	0	Thyroid	Thyroid	Thyroid	0.187354326
GTEX-ZF28-1026-SM-4WKGV	0	Blood Vessel	ArteryAorta	ArteryAorta	0.308929043
GTEX-ZF28-1426-SM-5S2OG	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.230005035
GTEX-ZF28-2526-SM-57WFH	0.02961	Colon	Colon_Sigmoid	Colon_Sigmoid	0.41467788
GTEX-ZF28-2926-SM-4WKG1	0	Brain	Brain_Cerebellum	Brain_Cerebellum	0.507266466
GTEX-ZF28-3026-SM-4WKHP	0.1215	Brain	Brain_Cortex	Brain_Cortex	0.427119866
GTEX-ZF28-3126-SM-4WKFC	0	Pituitary	Pituitary	Pituitary	0.372997096
GTEX-ZF29-0002-SM-4WKF2	0.2044	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.797156999
GTEX-ZF29-0006-SM-4WKGQ	0.04865	Blood	WholeBlood	WholeBlood	0.303832145
GTEX-ZF29-0126-SM-4WKGZ	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.427572215
GTEX-ZF29-0226-SM-4WKHO	0	Heart	Heart_LV	Heart_LeftVentricle	0.460229325
GTEX-ZF29-0326-SM-4WKFB	0.02295	Blood Vessel	ArteryAorta	ArteryAorta	0.49149537
GTEX-ZF29-0426-SM-4WKFN	0.007353	Heart	Heart_AA	Heart_AtrialAppendage	0.387367598
GTEX-ZF29-0626-SM-4WKHD	0.3484	Spleen	Spleen	Spleen	0.530525612
GTEX-ZF29-0826-SM-5S2NP	0.03796	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.471663827
GTEX-ZF29-0926-SM-4WKFZ	0.1473	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.573975381
GTEX-ZF29-1026-SM-4WKGC	0.01341	Lung	Lung	Lung	0.390948377
GTEX-ZF29-1126-SM-4WKGO	0	Pancreas	Pancreas	Pancreas	0.542026183
GTEX-ZF29-1226-SM-4WKH1	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.463332459
GTEX-ZF29-1326-SM-4WWB6	0	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.669500132
GTEX-ZF29-1526-SM-4WKF7	0.04893	Stomach	Stomach	Stomach	0.598909496
GTEX-ZF29-1626-SM-4WKFJ	0.7503	Small Intestine	Small_Intestine	Small_Intestine	0.549304535
GTEX-ZF29-1726-SM-4WKFV	0	Colon	Colon_Transverse	Colon_Transverse	0.530963748
GTEX-ZF29-1826-SM-4WKG8	0.2514	Colon	Colon_Sigmoid	Colon_Sigmoid	0.577345349
GTEX-ZF29-1926-SM-5S2P1	0.0325	Breast	Breast	Breast_MammaryTissue	0.589382106
GTEX-ZF29-2026-SM-4WWB7	0.006368	Liver	Liver	Liver	0.464119183
GTEX-ZF29-2126-SM-4WWB8	0.01088	Salivary Gland	MinorSalivaryGland	MinorSalivaryGland	0.589059843
GTEX-ZF29-2226-SM-4WWB9	0.007744	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.571040141
GTEX-ZF29-2626-SM-4WWBA	0.02934	Nerve	NerveTibial	Nerve_Tibial	0.522746133
GTEX-ZF2S-0004-SM-4WKFE	0.1238	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.882286324
GTEX-ZF2S-0006-SM-4WKHF	0.09167	Blood	WholeBlood	WholeBlood	0.541318295
GTEX-ZF2S-0008-SM-4E3IK	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.749801383
GTEX-ZF2S-0126-SM-4WKFO	0.006915	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.497331253
GTEX-ZF2S-0326-SM-4WKGD	1.001	Spleen	Spleen	Spleen	0.608655351
GTEX-ZF2S-0626-SM-4WKH2	0.06989	Lung	Lung	Lung	0.482913857
GTEX-ZF2S-0826-SM-4WWBI	0.00826	Heart	Heart_AA	Heart_AtrialAppendage	0.508945212
GTEX-ZF2S-0926-SM-4WWBJ	0	Blood Vessel	ArteryAorta	ArteryAorta	0.534904703
GTEX-ZF2S-1026-SM-4WWB1	0.01772	Heart	Heart_LV	Heart_LeftVentricle	0.496676682
GTEX-ZF2S-1126-SM-4WKHH	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.579395165
GTEX-ZF2S-1226-SM-4WWAX	0.1437	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.62999518
GTEX-ZF2S-1326-SM-4WWAZ	0.03288	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.539963614
GTEX-ZF2S-1426-SM-57WET	0.2104	Stomach	Stomach	Stomach	0.539748877
GTEX-ZF2S-1526-SM-5S2OO	0.02059	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.44841276
GTEX-ZF2S-1626-SM-57WES	0.1336	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.582198521
GTEX-ZF2S-1726-SM-57WFT	0.0304	Small Intestine	Small_Intestine	Small_Intestine	0.469294302
GTEX-ZF2S-1826-SM-4WKFF	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.279624348
GTEX-ZF2S-1926-SM-4WWAN	1.105	Colon	Colon_Transverse	Colon_Transverse	0.675261331
GTEX-ZF2S-2026-SM-5E461	0.02101	Breast	Breast	Breast_MammaryTissue	0.541619166
GTEX-ZF2S-2126-SM-4WWAY	0.3006	Muscle	MuscleSkeletal	Muscle_Skeletal	0.526369487
GTEX-ZF2S-2326-SM-4WWCE	0.2167	Skin	Skin_SunExposed	Skin_SunExposed	0.609773532
GTEX-ZF2S-2426-SM-5DUXV	0.01058	Blood Vessel	ArteryTibial	ArteryTibial	0.485068281
GTEX-ZF2S-2526-SM-5CVNT	0.01164	Nerve	NerveTibial	Nerve_Tibial	0.43564186
GTEX-ZF2S-3026-SM-4WWCH	0	Liver	Liver	Liver	0.197241283
GTEX-ZF3C-0001-SM-4WWAW	0.3085	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.846002336
GTEX-ZF3C-0005-SM-4WWAR	0.2473	Blood	WholeBlood	WholeBlood	0.610085836
GTEX-ZF3C-0008-SM-4E3IL	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.57182668
GTEX-ZF3C-0226-SM-4WWB3	0.05831	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.509063376
GTEX-ZF3C-0326-SM-4WWBF	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.412914331
GTEX-ZF3C-0526-SM-4WWBG	0	Blood Vessel	ArteryTibial	ArteryTibial	0.427439551
GTEX-ZF3C-1026-SM-5S2OC	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.251144974
GTEX-ZF3C-1126-SM-57WEG	0.007052	Heart	Heart_AA	Heart_AtrialAppendage	0.284630775
GTEX-ZF3C-1226-SM-4WWCB	0	Heart	Heart_LV	Heart_LeftVentricle	0.277449851
GTEX-ZF3C-1326-SM-5A5MF	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.438932916
GTEX-ZF3C-1426-SM-4WWCD	0	Blood Vessel	ArteryAorta	ArteryAorta	0.474254013
GTEX-ZF3C-1626-SM-4WWB4	0.2039	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.680878747
GTEX-ZF3C-2026-SM-4WWB5	0.007381	Pancreas	Pancreas	Pancreas	0.523123665
GTEX-ZF3C-2326-SM-5S2MZ	0.08134	Breast	Breast	Breast_MammaryTissue	0.512432076
GTEX-ZG7Y-0003-SM-4WWEJ	0.4391	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.902766545
GTEX-ZG7Y-0006-SM-4WWEA	0	Blood	WholeBlood	WholeBlood	0.263538085
GTEX-ZG7Y-0126-SM-4WWEX	0	Blood Vessel	ArteryAorta	ArteryAorta	0.416394452
GTEX-ZG7Y-0326-SM-4WWEY	0.006418	Pancreas	Pancreas	Pancreas	0.455292879
GTEX-ZG7Y-0926-SM-5EQ6O	0	Heart	Heart_LV	Heart_LeftVentricle	0.206259613
GTEX-ZG7Y-1026-SM-4WWDG	0	Lung	Lung	Lung	0.264682554
GTEX-ZG7Y-1126-SM-4WWEZ	0.346	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.725119991
GTEX-ZG7Y-1326-SM-4WWBL	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.545400155
GTEX-ZG7Y-1426-SM-4WWBM	0.03271	Heart	Heart_AA	Heart_AtrialAppendage	0.553840454
GTEX-ZG7Y-1626-SM-5S2NO	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.599271234
GTEX-ZG7Y-1826-SM-4WWD3	0.1256	Colon	Colon_Sigmoid	Colon_Sigmoid	0.552308081
GTEX-ZGAY-0006-SM-4WWAQ	0.05298	Blood	WholeBlood	WholeBlood	0.52271077
GTEX-ZGAY-0226-SM-4WWAL	0.02841	Heart	Heart_AA	Heart_AtrialAppendage	0.515340263
GTEX-ZGAY-0326-SM-57WF5	0.005538	Heart	Heart_LV	Heart_LeftVentricle	0.332149716
GTEX-ZGAY-0426-SM-4WWAM	0.5548	Blood Vessel	ArteryCoronary	ArteryCoronary	0.589360688
GTEX-ZGAY-0526-SM-4WWBB	0.07333	Skin	Skin_SunExposed	Skin_SunExposed	0.475679546
GTEX-ZGAY-0826-SM-4WWEP	0.04728	Nerve	NerveTibial	Nerve_Tibial	0.55169181
GTEX-ZGAY-0926-SM-4WWBQ	0	Blood Vessel	ArteryTibial	ArteryTibial	0.436823042
GTEX-ZGAY-1026-SM-4WWBR	0	Thyroid	Thyroid	Thyroid	0.509485102
GTEX-ZGAY-1126-SM-4WWBS	0.05755	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.710144681
GTEX-ZGAY-1226-SM-4YCF4	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.48804598
GTEX-ZGAY-1326-SM-5S2NS	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.310345337
GTEX-ZGAY-1526-SM-4WWEO	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.513946145
GTEX-ZGAY-2126-SM-4YCFB	0.6737	Colon	Colon_Transverse	Colon_Transverse	0.582154393
GTEX-ZGAY-2226-SM-4YCCX	0	Vagina	Vagina	Vagina	0.542902893
GTEX-ZLFU-0126-SM-5EQMN	0.00823	Blood Vessel	ArteryCoronary	ArteryCoronary	0.381799331
GTEX-ZLFU-0226-SM-4WWFH	0	Heart	Heart_LV	Heart_LeftVentricle	0.401794632
GTEX-ZLFU-0326-SM-4WWBK	0	Heart	Heart_AA	Heart_AtrialAppendage	0.373472223
GTEX-ZLFU-0526-SM-4WWBN	1.523	Spleen	Spleen	Spleen	0.652516526
GTEX-ZLFU-0626-SM-4WWBO	0.1009	Thyroid	Thyroid	Thyroid	0.537829681
GTEX-ZLFU-0726-SM-57WF6	0	Pancreas	Pancreas	Pancreas	0.576979309
GTEX-ZLFU-0826-SM-4WWBP	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.439980016
GTEX-ZLFU-0926-SM-5P9F8	0.06927	Kidney	Kidney	Kidney_Cortex	0.378496688
GTEX-ZLFU-1026-SM-5EQMZ	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.549995343
GTEX-ZLFU-1326-SM-4WWET	0.05895	Stomach	Stomach	Stomach	0.618428086
GTEX-ZLFU-1426-SM-4WWEU	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.262786234
GTEX-ZLFU-1526-SM-4WWBT	0.8526	Small Intestine	Small_Intestine	Small_Intestine	0.543586609
GTEX-ZLFU-1726-SM-4WWBU	0	Prostate	Prostate	Prostate	0.484034139
GTEX-ZLFU-1826-SM-4WWBV	0	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.313611253
GTEX-ZLFU-2026-SM-4WWG2	2.538	Testis	Testis	Testis	0.769697734
GTEX-ZLFU-2126-SM-4WWEV	0.01733	Breast	Breast	Breast_MammaryTissue	0.63956456
GTEX-ZLV1-0001-SM-4WWAO	0.5963	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.807727915
GTEX-ZLV1-0005-SM-4WWAP	0	Blood	WholeBlood	WholeBlood	0.380413734
GTEX-ZLV1-0126-SM-4WWBZ	1.093	Thyroid	Thyroid	Thyroid	0.457966074
GTEX-ZLV1-0226-SM-4WWC1	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.244580471
GTEX-ZLV1-0426-SM-4WWC2	0.02318	Lung	Lung	Lung	0.352066047
GTEX-ZLV1-0526-SM-4WWD4	0.01989	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.586236926
GTEX-ZLV1-0626-SM-4WWF6	0.02068	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.451620294
GTEX-ZLV1-0826-SM-4WWEQ	0.1662	Stomach	Stomach	Stomach	0.479977268
GTEX-ZLV1-0926-SM-5S2MR	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.545987451
GTEX-ZLV1-1126-SM-4WWBW	0.9555	Small Intestine	Small_Intestine	Small_Intestine	0.461315902
GTEX-ZLV1-1226-SM-4WWBX	0.7276	Colon	Colon_Transverse	Colon_Transverse	0.591430455
GTEX-ZLV1-1326-SM-4WWER	0.06512	Colon	Colon_Sigmoid	Colon_Sigmoid	0.503610723
GTEX-ZLV1-1426-SM-4WWES	0.03143	Breast	Breast	Breast_MammaryTissue	0.574030826
GTEX-ZLV1-1526-SM-4WWBC	0.3255	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.53460245
GTEX-ZLV1-1826-SM-5FQU5	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.510954174
GTEX-ZLV1-1926-SM-5FQSF	0	Blood Vessel	ArteryTibial	ArteryTibial	0.441663795
GTEX-ZLV1-2026-SM-5EQMB	0.01238	Nerve	NerveTibial	Nerve_Tibial	0.465800021
GTEX-ZLV1-2126-SM-4WWD2	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.15100748
GTEX-ZLWG-0004-SM-4WWD5	0.3638	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.930723218
GTEX-ZLWG-0008-SM-4E3J4	0.01083	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.487356285
GTEX-ZLWG-0126-SM-4WWC5	0	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.472958302
GTEX-ZLWG-0326-SM-4WWC7	0	Pancreas	Pancreas	Pancreas	0.532247114
GTEX-ZLWG-0426-SM-4WWFA	0.3818	Spleen	Spleen	Spleen	0.526270206
GTEX-ZLWG-0526-SM-4WWFB	0.0169	Thyroid	Thyroid	Thyroid	0.387277286
GTEX-ZLWG-0626-SM-4WWFR	0.05805	Lung	Lung	Lung	0.41226264
GTEX-ZLWG-0726-SM-5S2NG	0.01244	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.632514494
GTEX-ZLWG-0826-SM-59888	0.08731	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.437060155
GTEX-ZLWG-0926-SM-4WWC3	0	Ovary	Ovary	Ovary	0.289570905
GTEX-ZLWG-1026-SM-4WWC4	0	Uterus	Uterus	Uterus	0.593427258
GTEX-ZLWG-1126-SM-4WWFQ	0.01405	Vagina	Vagina	Vagina	0.60922181
GTEX-ZLWG-1226-SM-4WWFS	0.02996	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.469567718
GTEX-ZLWG-2226-SM-5DUWO	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.602869565
GTEX-ZLWG-2426-SM-57WG6	0	Blood Vessel	ArteryTibial	ArteryTibial	0.259872913
GTEX-ZLWG-2526-SM-57WDS	0	Nerve	NerveTibial	Nerve_Tibial	0.505065601
GTEX-ZP4G-0003-SM-4WWED	0.3037	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.819072786
GTEX-ZP4G-0006-SM-4WWE6	0.03846	Blood	WholeBlood	WholeBlood	0.380141749
GTEX-ZP4G-0008-SM-4E3I4	0.01772	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.620265966
GTEX-ZP4G-0126-SM-4YCE3	0.005724	Adrenal Gland	Adrenal_GD	Adrenal_GD	0.434242796
GTEX-ZP4G-0326-SM-4YCEF	1.72	Spleen	Spleen	Spleen	0.61761724
GTEX-ZP4G-0426-SM-4YCER	0	Pancreas	Pancreas	Pancreas	0.426497177
GTEX-ZP4G-0526-SM-4YCED	0.02095	Blood Vessel	ArteryAorta	ArteryAorta	0.422778747
GTEX-ZP4G-0626-SM-4WWF1	0.02215	Ovary	Ovary	Ovary	0.539841554
GTEX-ZP4G-0726-SM-4WWF2	0.08538	Uterus	Uterus	Uterus	0.496679613
GTEX-ZP4G-0826-SM-4WWF3	0.00842	Vagina	Vagina	Vagina	0.592884274
GTEX-ZP4G-0926-SM-4WWF4	0.02661	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.482943151
GTEX-ZP4G-1126-SM-4WWCI	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.53176865
GTEX-ZP4G-1226-SM-4WWCJ	0.1	Stomach	Stomach	Stomach	0.426947824
GTEX-ZP4G-1326-SM-5EGIW	0.0102	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.575430415
GTEX-ZP4G-1426-SM-4WWCL	0.1555	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.551681572
GTEX-ZP4G-1526-SM-57WE5	0.01269	Colon	Colon_Sigmoid	Colon_Sigmoid	0.47971776
GTEX-ZP4G-1626-SM-57WGD	0.901	Small Intestine	Small_Intestine	Small_Intestine	0.590718218
GTEX-ZP4G-1726-SM-4WWCM	0.5888	Colon	Colon_Transverse	Colon_Transverse	0.56426201
GTEX-ZP4G-1926-SM-57WDZ	0.02074	Salivary Gland	MinorSalivaryGland	MinorSalivaryGland	0.508194048
GTEX-ZP4G-2026-SM-57WEH	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.444683901
GTEX-ZP4G-2126-SM-57WEA	0.01607	Blood Vessel	ArteryTibial	ArteryTibial	0.469121251
GTEX-ZP4G-2226-SM-57WFB	0.01206	Nerve	NerveTibial	Nerve_Tibial	0.531038723
GTEX-ZP4G-2326-SM-57WEM	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.564151498
GTEX-ZP4G-2426-SM-57WEY	0.02636	Skin	Skin_SunExposed	Skin_SunExposed	0.572713059
GTEX-ZPCL-0004-SM-4WWD6	1.17	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.931823425
GTEX-ZPCL-0006-SM-4WWAS	0.02182	Blood	WholeBlood	WholeBlood	0.432682821
GTEX-ZPCL-0008-SM-4WWAU	0	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.702935625
GTEX-ZPCL-0126-SM-4WWC8	0	Thyroid	Thyroid	Thyroid	0.522245681
GTEX-ZPCL-0326-SM-5FQSG	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.45170143
GTEX-ZPCL-1026-SM-5GCOX	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.254621228
GTEX-ZPCL-1126-SM-4WWFE	0.03667	Skin	Skin_NotSunExposed	Skin_NotSunExposed	0.458411256
GTEX-ZPCL-1226-SM-4WWFF	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.484262887
GTEX-ZPCL-1326-SM-57WFN	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.497469931
GTEX-ZPCL-1426-SM-57WEC	0.1565	Esophagus	Esophagus_Mucosa	Esophagus_Mucosa	0.670502713
GTEX-ZPCL-1626-SM-57WGC	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.296637542
GTEX-ZPCL-1726-SM-57WEO	1.073	Small Intestine	Small_Intestine	Small_Intestine	0.539653519
GTEX-ZPCL-1826-SM-57WF1	0.2717	Colon	Colon_Transverse	Colon_Transverse	0.522479504
GTEX-ZPCL-2026-SM-57WFD	0.01579	Muscle	MuscleSkeletal	Muscle_Skeletal	0.403873071
GTEX-ZPCL-2126-SM-57WFZ	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.548564149
GTEX-ZPCL-2426-SM-57WFP	0.03386	Nerve	NerveTibial	Nerve_Tibial	0.483338841
GTEX-ZPIC-0002-SM-4WWEC	0.05116	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.730076202
GTEX-ZPIC-0005-SM-4WWEB	0.06625	Blood	WholeBlood	WholeBlood	0.312513192
GTEX-ZPIC-0008-SM-4E3JF	0.01072	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.555729799
GTEX-ZPIC-0626-SM-57WDY	0	Lung	Lung	Lung	0.438064581
GTEX-ZPIC-0726-SM-57WFM	0	Adipose Tissue	AdiposeVisceral	AdiposeVisceral	0.524637287
GTEX-ZPIC-0826-SM-4WWFJ	0	Heart	Heart_LV	Heart_LeftVentricle	0.474119308
GTEX-ZPIC-0926-SM-4WWFK	0	Pancreas	Pancreas	Pancreas	0.275745891
GTEX-ZPIC-1026-SM-59HKZ	0	Blood Vessel	ArteryAorta	ArteryAorta	0.238888768
GTEX-ZPIC-1126-SM-5BC7F	0.01986	Breast	Breast	Breast_MammaryTissue	0.4996919
GTEX-ZPIC-1426-SM-4WWCP	0	Ovary	Ovary	Ovary	0.607793433
GTEX-ZPIC-1626-SM-57WEB	0	Esophagus	Esophagus_Muscularis	Esophagus_Muscularis	0.363399025
GTEX-ZPIC-1726-SM-57WF2	0.218	Skin	Skin_SunExposed	Skin_SunExposed	0.550447166
GTEX-ZPIC-1826-SM-57WFE	0	Adipose Tissue	AdiposeSC	AdiposeSubcutaneous	0.568760138
GTEX-ZPIC-1926-SM-57WFQ	0	Esophagus	Esophagus_GEJ	Esophagus_GastroesophagealJunction	0.22648093
GTEX-ZPIC-2026-SM-57WG3	0	Stomach	Stomach	Stomach	0.498003366
GTEX-ZPIC-2226-SM-57WDX	0.4375	Colon	Colon_Transverse	Colon_Transverse	0.616429164
GTEX-ZPIC-2326-SM-57WDW	0.5147	Small Intestine	Small_Intestine	Small_Intestine	0.51414756
GTEX-ZPIC-2426-SM-5DUW1	0	Blood Vessel	ArteryTibial	ArteryTibial	0.22433072
GTEX-ZPIC-2526-SM-57WDP	0	Muscle	MuscleSkeletal	Muscle_Skeletal	0.489638719
GTEX-ZPIC-2626-SM-57WE2	0	Colon	Colon_Sigmoid	Colon_Sigmoid	0.285739886
GTEX-ZPU1-0004-SM-4WWAV	0.1718	Blood	EBV_Trans_Lymphocytes	EBV_Trans_Lymphocytes	0.793865069
GTEX-ZPU1-0006-SM-4WWAT	0.08248	Blood	WholeBlood	WholeBlood	0.385541503
GTEX-ZPU1-0008-SM-4E3IR	0.01104	Skin	Skin_Trans_Fibroblast	Skin_Trans_Fibroblast	0.697120502
GTEX-ZPU1-0226-SM-4WWC9	0	Pancreas	Pancreas	Pancreas	0.49957799
GTEX-ZPU1-0426-SM-4WWCA	0.01987	Thyroid	Thyroid	Thyroid	0.482164596
GTEX-ZPU1-0526-SM-4YCDA	0	Blood Vessel	ArteryCoronary	ArteryCoronary	0.41967373
GTEX-ZPU1-0626-SM-4YCDM	0.01233	Heart	Heart_LV	Heart_LeftVentricle	0.417806801
