SampleID	Cancer	Groups	EXTENDScores
TCGA-DJ-A2Q3-01	THCA	TERT expr	0.215703316
TCGA-DJ-A2Q5-01	THCA	TERT expr	0.278835346
TCGA-DJ-A2Q9-01	THCA	TERT expr	0.317273608
TCGA-DJ-A3US-01	THCA	TERT expr	0.227067209
TCGA-DJ-A3V5-01	THCA	TERT expr	0.293050289
TCGA-DJ-A3VL-01	THCA	TERT expr	0.184643355
TCGA-DJ-A3VM-01	THCA	TERT expr	0.328497849
TCGA-DJ-A4UP-01	THCA	TERT expr	0.265477214
TCGA-DJ-A4V0-01	THCA	TERT expr	0.227647599
TCGA-DK-A1A3-01	BLCA	TERT expr	0.459160435
TCGA-DK-A1A5-01	BLCA	TERT expr	0.479857959
TCGA-DK-A1A6-01	BLCA	TERT expr	0.598535546
TCGA-DK-A1A7-01	BLCA	TERT expr	0.514731148
TCGA-DK-A1AA-01	BLCA	TERT expr	0.444822172
TCGA-DK-A1AB-01	BLCA	TERT expr	0.352426244
TCGA-DK-A1AC-01	BLCA	TERT expr	0.615840629
TCGA-DK-A1AD-01	BLCA	TERT expr	0.633397963
TCGA-DK-A1AE-01	BLCA	TERT expr	0.637457056
TCGA-DK-A1AG-01	BLCA	TERT expr	0.502288513
TCGA-DK-A2HX-01	BLCA	TERT expr	0.329603656
TCGA-DK-A2I1-01	BLCA	TERT expr	0.39549724
TCGA-DK-A2I2-01	BLCA	TERT expr	0.501091341
TCGA-DK-A2I4-01	BLCA	TERT expr	0.458257376
TCGA-DK-A2I6-01	BLCA	TERT expr	0.694651654
TCGA-DK-A3IK-01	BLCA	TERT expr	0.369432702
TCGA-DK-A3IL-01	BLCA	TERT expr	0.525671069
TCGA-DK-A3IM-01	BLCA	TERT expr	0.598275293
TCGA-DK-A3IN-01	BLCA	TERT expr	0.53953691
TCGA-DK-A3IQ-01	BLCA	TERT expr	0.249015735
TCGA-DK-A3IS-01	BLCA	TERT expr	0.606858655
TCGA-DK-A3IT-01	BLCA	TERT expr	0.693519066
TCGA-DK-A3IU-01	BLCA	TERT expr	0.453685115
TCGA-DK-A3IV-01	BLCA	TERT expr	0.650439257
TCGA-DK-A3WW-01	BLCA	TERT expr	0.544435023
TCGA-DK-A3WX-01	BLCA	TERT expr	0.672654519
TCGA-DK-A3WY-01	BLCA	TERT expr	0.607462327
TCGA-DK-A3X1-01	BLCA	TERT expr	0.577411326
TCGA-DK-A3X2-01	BLCA	TERT expr	0.637292226
TCGA-DK-A6AV-01	BLCA	TERT expr	0.549223317
TCGA-DK-A6AW-01	BLCA	TERT expr	0.381969898
TCGA-DK-A6B0-01	BLCA	TERT expr	0.430842659
TCGA-DK-A6B1-01	BLCA	TERT expr	0.516093876
TCGA-DK-A6B5-01	BLCA	TERT expr	0.559396509
TCGA-DK-A6B6-01	BLCA	TERT expr	0.470034832
TCGA-DK-AA6L-01	BLCA	TERT expr	0.591498475
TCGA-DK-AA6M-01	BLCA	TERT expr	0.440767004
TCGA-DK-AA6P-01	BLCA	TERT expr	0.510670118
TCGA-DK-AA6Q-01	BLCA	TERT expr	0.622183797
TCGA-DK-AA6R-01	BLCA	TERT expr	0.601369362
TCGA-DK-AA6S-01	BLCA	TERT expr	0.408516135
TCGA-DK-AA6T-01	BLCA	TERT expr	0.749311913
TCGA-DK-AA6U-01	BLCA	TERT expr	0.598191816
TCGA-DK-AA6W-01	BLCA	TERT expr	0.81879128
TCGA-DK-AA6X-01	BLCA	TERT expr	0.480312862
TCGA-DK-AA71-01	BLCA	TERT expr	0.4896154
TCGA-DK-AA74-01	BLCA	TERT expr	0.412469951
TCGA-DK-AA75-01	BLCA	TERT expr	0.696346407
TCGA-DK-AA76-01	BLCA	TERT expr	0.460942623
TCGA-DK-AA77-01	BLCA	TERT expr	0.609592373
TCGA-DM-A0X9-01	CRC	TERT expr	0.600066813
TCGA-DM-A0XD-01	CRC	TERT expr	0.564122805
TCGA-DM-A0XF-01	CRC	TERT expr	0.671933799
TCGA-DM-A1D0-01	CRC	TERT expr	0.582757659
TCGA-DM-A1D4-01	CRC	TERT expr	0.713459572
TCGA-DM-A1D6-01	CRC	TERT expr	0.638311805
TCGA-DM-A1D7-01	CRC	TERT expr	0.574208216
TCGA-DM-A1D8-01	CRC	TERT expr	0.631758277
TCGA-DM-A1D9-01	CRC	TERT expr	0.580371174
TCGA-DM-A1DA-01	CRC	TERT expr	0.788622896
TCGA-DM-A1DB-01	CRC	TERT expr	0.690133596
TCGA-DM-A1HA-01	CRC	TERT expr	0.604967228
TCGA-DM-A282-01	CRC	TERT expr	0.536889822
TCGA-DM-A285-01	CRC	TERT expr	0.49989276
TCGA-DM-A28C-01	CRC	TERT expr	0.564178005
TCGA-DM-A28E-01	CRC	TERT expr	0.645627981
TCGA-DM-A28F-01	CRC	TERT expr	0.558327236
TCGA-DM-A28G-01	CRC	TERT expr	0.490178941
TCGA-DM-A28H-01	CRC	TERT expr	0.708691983
TCGA-DM-A28K-01	CRC	TERT expr	0.623306804
TCGA-DM-A28M-01	CRC	TERT expr	0.621111031
TCGA-DO-A2HM-01	THCA	TERT expr	0.278979946
TCGA-DQ-5624-01	HNSC	TERT expr	0.293107031
TCGA-DQ-5625-01	HNSC	TERT expr	0.359311504
TCGA-DQ-5630-01	HNSC	TERT expr	0.31429562
TCGA-DQ-5631-01	HNSC	TERT expr	0.482982599
TCGA-DQ-7588-01	HNSC	TERT expr	0.659261637
TCGA-DQ-7592-01	HNSC	TERT expr	0.432690289
TCGA-DQ-7593-01	HNSC	TERT expr	0.550626265
TCGA-DQ-7596-01	HNSC	TERT expr	0.496294763
TCGA-DT-5265-01	CRC	TERT expr	0.418313228
TCGA-DY-A0XA-01	CRC	TERT expr	0.554978277
TCGA-DY-A1DC-01	CRC	TERT expr	0.517147127
TCGA-DY-A1DD-01	CRC	TERT expr	0.54698756
TCGA-DY-A1DF-01	CRC	TERT expr	0.509506069
TCGA-DY-A1DG-01	CRC	TERT expr	0.595248278
TCGA-DY-A1H8-01	CRC	TERT expr	0.684739557
TCGA-DZ-6131-01	KIRP	TERT expr	0.320832013
TCGA-DZ-6132-01	KIRP	TERT expr	0.251240762
TCGA-DZ-6135-01	KIRP	TERT expr	0.249357767
TCGA-E2-A105-01	BRCA	TERT expr	0.501912317
TCGA-E2-A107-01	BRCA	TERT expr	0.578960566
TCGA-E2-A109-01	BRCA	TERT expr	0.461816079
TCGA-E2-A10A-01	BRCA	TERT expr	0.525896909
TCGA-E2-A10B-01	BRCA	TERT expr	0.393142304
TCGA-E2-A10C-01	BRCA	TERT expr	0.450472925
TCGA-E2-A10F-01	BRCA	TERT expr	0.397056709
TCGA-E2-A14N-01	BRCA	TERT expr	0.654098692
TCGA-E2-A14P-01	BRCA	TERT expr	0.478423437
TCGA-E2-A14R-01	BRCA	TERT expr	0.481400755
TCGA-E2-A14S-01	BRCA	TERT expr	0.532915662
TCGA-E2-A14T-01	BRCA	TERT expr	0.407691526
TCGA-E2-A14U-01	BRCA	TERT expr	0.344684245
TCGA-E2-A14V-01	BRCA	TERT expr	0.575980336
TCGA-E2-A14X-01	BRCA	TERT expr	0.448797662
TCGA-E2-A153-01	BRCA	TERT expr	0.327422257
TCGA-E2-A154-01	BRCA	TERT expr	0.492978472
TCGA-E2-A155-01	BRCA	TERT expr	0.506725216
TCGA-E2-A158-01	BRCA	TERT expr	0.574109511
TCGA-E2-A15A-01	BRCA	TERT expr	0.464262447
TCGA-E2-A15C-01	BRCA	TERT expr	0.384165621
TCGA-E2-A15F-01	BRCA	TERT expr	0.420530693
TCGA-E2-A15G-01	BRCA	TERT expr	0.456921767
TCGA-E2-A15H-01	BRCA	TERT expr	0.485605793
TCGA-E2-A15I-01	BRCA	TERT expr	0.382699841
TCGA-E2-A15J-01	BRCA	TERT expr	0.490093912
TCGA-E2-A15K-01	BRCA	TERT expr	0.549427873
TCGA-E2-A15L-01	BRCA	TERT expr	0.539197264
TCGA-E2-A15M-01	BRCA	TERT expr	0.405347983
TCGA-E2-A15O-01	BRCA	TERT expr	0.45583706
TCGA-E2-A15R-01	BRCA	TERT expr	0.513843923
TCGA-E2-A15S-01	BRCA	TERT expr	0.604369372
TCGA-E2-A15T-01	BRCA	TERT expr	0.442582961
TCGA-E2-A1AZ-01	BRCA	TERT expr	0.606749463
TCGA-E2-A1B0-01	BRCA	TERT expr	0.514231588
TCGA-E2-A1B1-01	BRCA	TERT expr	0.351976931
TCGA-E2-A1B4-01	BRCA	TERT expr	0.38633884
TCGA-E2-A1B6-01	BRCA	TERT expr	0.440119737
TCGA-E2-A1BD-01	BRCA	TERT expr	0.471938831
TCGA-E2-A1IE-01	BRCA	TERT expr	0.401149824
TCGA-E2-A1IF-01	BRCA	TERT expr	0.358235019
TCGA-E2-A1IG-01	BRCA	TERT expr	0.377166251
TCGA-E2-A1II-01	BRCA	TERT expr	0.608259949
TCGA-E2-A1IK-01	BRCA	TERT expr	0.340372265
TCGA-E2-A1IL-01	BRCA	TERT expr	0.36988119
TCGA-E2-A1IN-01	BRCA	TERT expr	0.434345923
TCGA-E2-A1IO-01	BRCA	TERT expr	0.336357933
TCGA-E2-A1IU-01	BRCA	TERT expr	0.417478852
TCGA-E2-A1L6-01	BRCA	TERT expr	0.365393087
TCGA-E2-A1L7-01	BRCA	TERT expr	0.448301047
TCGA-E2-A1L9-01	BRCA	TERT expr	0.358474615
TCGA-E2-A1LA-01	BRCA	TERT expr	0.40180524
TCGA-E2-A1LE-01	BRCA	TERT expr	0.372052916
TCGA-E2-A1LG-01	BRCA	TERT expr	0.538908985
TCGA-E2-A1LH-01	BRCA	TERT expr	0.38459225
TCGA-E2-A1LI-01	BRCA	TERT expr	0.556413446
TCGA-E2-A1LK-01	BRCA	TERT expr	0.49523343
TCGA-E2-A2P5-01	BRCA	TERT expr	0.535898442
TCGA-E2-A2P6-01	BRCA	TERT expr	0.466395759
TCGA-E2-A3DX-01	BRCA	TERT expr	0.275238425
TCGA-E2-A56Z-01	BRCA	TERT expr	0.442211772
TCGA-E2-A573-01	BRCA	TERT expr	0.490078739
TCGA-E2-A574-01	BRCA	TERT expr	0.468807918
TCGA-E3-A3E2-01	THCA	TERT expr	0.3090638
TCGA-E5-A2PC-01	BLCA	TERT expr	0.574243439
TCGA-E5-A4TZ-01	BLCA	TERT expr	0.643617323
TCGA-E5-A4U1-01	BLCA	TERT expr	0.926050365
TCGA-E7-A3X6-01	BLCA	TERT expr	0.44675509
TCGA-E7-A3Y1-01	BLCA	TERT expr	0.485326746
TCGA-E7-A4IJ-01	BLCA	TERT expr	0.546214451
TCGA-E7-A4XJ-01	BLCA	TERT expr	0.458181554
TCGA-E7-A519-01	BLCA	TERT expr	0.361579333
TCGA-E7-A541-01	BLCA	TERT expr	0.611671561
TCGA-E7-A5KE-01	BLCA	TERT expr	0.640795782
TCGA-E7-A5KF-01	BLCA	TERT expr	0.554966483
TCGA-E7-A677-01	BLCA	TERT expr	0.468087032
TCGA-E7-A678-01	BLCA	TERT expr	0.428269758
TCGA-E7-A6MD-01	BLCA	TERT expr	0.431431317
TCGA-E7-A6ME-01	BLCA	TERT expr	0.568402615
TCGA-E7-A7DU-01	BLCA	TERT expr	0.47717634
TCGA-E7-A7DV-01	BLCA	TERT expr	0.525139107
TCGA-E7-A7PW-01	BLCA	TERT expr	0.480377129
TCGA-E7-A7XN-01	BLCA	TERT expr	0.528808487
TCGA-E7-A85H-01	BLCA	TERT expr	0.511312504
TCGA-E7-A97P-01	BLCA	TERT expr	0.477789429
TCGA-E7-A97Q-01	BLCA	TERT expr	0.472309983
TCGA-E8-A418-01	THCA	TERT expr	0.384253886
TCGA-E8-A432-01	THCA	TERT expr	0.277494953
TCGA-E8-A44M-01	THCA	TERT expr	0.214211429
TCGA-E9-A1N4-01	BRCA	TERT expr	0.438790309
TCGA-E9-A1N5-01	BRCA	TERT expr	0.492432222
TCGA-E9-A1N8-01	BRCA	TERT expr	0.713841174
TCGA-E9-A1N9-01	BRCA	TERT expr	0.478440413
TCGA-E9-A1NA-01	BRCA	TERT expr	0.414170889
TCGA-E9-A1NE-01	BRCA	TERT expr	0.393150402
TCGA-E9-A1NG-01	BRCA	TERT expr	0.338713525
TCGA-E9-A1QZ-01	BRCA	TERT expr	0.422958691
TCGA-E9-A1R0-01	BRCA	TERT expr	0.415215723
TCGA-E9-A1R2-01	BRCA	TERT expr	0.370165386
TCGA-E9-A1R4-01	BRCA	TERT expr	0.460785161
TCGA-E9-A1R5-01	BRCA	TERT expr	0.377753322
TCGA-E9-A1RA-01	BRCA	TERT expr	0.492803082
TCGA-E9-A1RB-01	BRCA	TERT expr	0.597997531
TCGA-E9-A1RC-01	BRCA	TERT expr	0.455247024
TCGA-E9-A1RD-01	BRCA	TERT expr	0.397161151
TCGA-E9-A1RE-01	BRCA	TERT expr	0.503773897
TCGA-E9-A1RG-01	BRCA	TERT expr	0.491102872
TCGA-E9-A1RH-01	BRCA	TERT expr	0.451206266
TCGA-E9-A1RI-01	BRCA	TERT expr	0.369755289
TCGA-E9-A226-01	BRCA	TERT expr	0.578780735
TCGA-E9-A227-01	BRCA	TERT expr	0.327252528
TCGA-E9-A228-01	BRCA	TERT expr	0.585896516
TCGA-E9-A229-01	BRCA	TERT expr	0.413218139
TCGA-E9-A22D-01	BRCA	TERT expr	0.482240648
TCGA-E9-A22G-01	BRCA	TERT expr	0.72901303
TCGA-E9-A22H-01	BRCA	TERT expr	0.515509024
TCGA-E9-A243-01	BRCA	TERT expr	0.461051092
TCGA-E9-A244-01	BRCA	TERT expr	0.539460247
TCGA-E9-A245-01	BRCA	TERT expr	0.314272069
TCGA-E9-A247-01	BRCA	TERT expr	0.561447823
TCGA-E9-A248-01	BRCA	TERT expr	0.468077596
TCGA-E9-A24A-01	BRCA	TERT expr	0.369792607
TCGA-E9-A295-01	BRCA	TERT expr	0.357536567
TCGA-E9-A2JS-01	BRCA	TERT expr	0.437985762
TCGA-E9-A2JT-01	BRCA	TERT expr	0.38030052
TCGA-E9-A3HO-01	BRCA	TERT expr	0.56275778
TCGA-E9-A3Q9-01	BRCA	TERT expr	0.296823162
TCGA-E9-A3QA-01	BRCA	TERT expr	0.516953276
TCGA-E9-A3X8-01	BRCA	TERT expr	0.310197389
TCGA-E9-A54X-01	BRCA	TERT expr	0.492112374
TCGA-E9-A54Y-01	BRCA	TERT expr	0.573966369
TCGA-E9-A5FK-01	BRCA	TERT expr	0.271815393
TCGA-E9-A5FL-01	BRCA	TERT expr	0.342046174
TCGA-E9-A5UO-01	BRCA	TERT expr	0.546208086
TCGA-ED-A459-01	LIHC	TERT expr	0.417885017
TCGA-ED-A5KG-01	LIHC	TERT expr	0.379527822
TCGA-ED-A66X-01	LIHC	TERT expr	0.419389677
TCGA-ED-A66Y-01	LIHC	TERT expr	0.548526146
TCGA-ED-A7PY-01	LIHC	TERT expr	0.402054996
TCGA-ED-A7PZ-01	LIHC	TERT expr	0.539928095
TCGA-ED-A7XO-01	LIHC	TERT expr	0.413624984
TCGA-EF-5830-01	CRC	TERT expr	0.548290531
TCGA-EI-6506-01	CRC	TERT expr	0.47769197
TCGA-EI-6507-01	CRC	TERT expr	0.592905531
TCGA-EI-6508-01	CRC	TERT expr	0.610673719
TCGA-EI-6509-01	CRC	TERT expr	0.533608007
TCGA-EI-6510-01	CRC	TERT expr	0.519940543
TCGA-EI-6511-01	CRC	TERT expr	0.548768259
TCGA-EI-6512-01	CRC	TERT expr	0.542265542
TCGA-EI-6513-01	CRC	TERT expr	0.559359815
TCGA-EI-6514-01	CRC	TERT expr	0.436049745
TCGA-EI-6881-01	CRC	TERT expr	0.533304327
TCGA-EI-6882-01	CRC	TERT expr	0.590341552
TCGA-EI-6883-01	CRC	TERT expr	0.555568473
TCGA-EI-6884-01	CRC	TERT expr	0.45973558
TCGA-EI-6885-01	CRC	TERT expr	0.405198099
TCGA-EI-6917-01	CRC	TERT expr	0.621852144
TCGA-EI-7002-01	CRC	TERT expr	0.486333114
TCGA-EI-7004-01	CRC	TERT expr	0.465844222
TCGA-EJ-5495-01	PRAD	TERT expr	0.234324901
TCGA-EJ-5496-01	PRAD	TERT expr	0.293033683
TCGA-EJ-5501-01	PRAD	TERT expr	0.287105005
TCGA-EJ-5502-01	PRAD	TERT expr	0.254956968
TCGA-EJ-5503-01	PRAD	TERT expr	0.216375889
TCGA-EJ-5507-01	PRAD	TERT expr	0.287785454
TCGA-EJ-5508-01	PRAD	TERT expr	0.267225789
TCGA-EJ-5509-01	PRAD	TERT expr	0.250951792
TCGA-EJ-5511-01	PRAD	TERT expr	0.293531585
TCGA-EJ-5512-01	PRAD	TERT expr	0.27532812
TCGA-EJ-5514-01	PRAD	TERT expr	0.340945591
TCGA-EJ-5515-01	PRAD	TERT expr	0.270512834
TCGA-EJ-5517-01	PRAD	TERT expr	0.253584951
TCGA-EJ-5518-01	PRAD	TERT expr	0.280858242
TCGA-EJ-5521-01	PRAD	TERT expr	0.253149673
TCGA-EJ-5524-01	PRAD	TERT expr	0.29832947
TCGA-EJ-5525-01	PRAD	TERT expr	0.44328146
TCGA-EJ-5527-01	PRAD	TERT expr	0.245420284
TCGA-EJ-5530-01	PRAD	TERT expr	0.31780359
TCGA-EJ-5531-01	PRAD	TERT expr	0.271416394
TCGA-EJ-5532-01	PRAD	TERT expr	0.303582331
TCGA-EJ-5542-01	PRAD	TERT expr	0.308866206
TCGA-EJ-7115-01	PRAD	TERT expr	0.265379131
TCGA-EJ-7123-01	PRAD	TERT expr	0.321448368
TCGA-EJ-7125-01	PRAD	TERT expr	0.325326363
TCGA-EJ-7218-01	PRAD	TERT expr	0.334118024
TCGA-EJ-7314-01	PRAD	TERT expr	0.266614591
TCGA-EJ-7315-01	PRAD	TERT expr	0.297801752
TCGA-EJ-7318-01	PRAD	TERT expr	0.265297695
TCGA-EJ-7321-01	PRAD	TERT expr	0.340476878
TCGA-EJ-7325-01	PRAD	TERT expr	0.307556466
TCGA-EJ-7327-01	PRAD	TERT expr	0.324598639
TCGA-EJ-7328-01	PRAD	TERT expr	0.301173492
TCGA-EJ-7330-01	PRAD	TERT expr	0.266446367
TCGA-EJ-7781-01	PRAD	TERT expr	0.328324794
TCGA-EJ-7783-01	PRAD	TERT expr	0.27969795
TCGA-EJ-7784-01	PRAD	TERT expr	0.412027567
TCGA-EJ-7785-01	PRAD	TERT expr	0.274968076
TCGA-EJ-7786-01	PRAD	TERT expr	0.264133136
TCGA-EJ-7788-01	PRAD	TERT expr	0.387841233
TCGA-EJ-7789-01	PRAD	TERT expr	0.429652731
TCGA-EJ-7792-01	PRAD	TERT expr	0.237415218
TCGA-EJ-7797-01	PRAD	TERT expr	0.287138277
TCGA-EJ-8472-01	PRAD	TERT expr	0.42229824
TCGA-EJ-8474-01	PRAD	TERT expr	0.301827802
TCGA-EJ-A46F-01	PRAD	TERT expr	0.391588121
TCGA-EJ-A46G-01	PRAD	TERT expr	0.379660768
TCGA-EJ-A65D-01	PRAD	TERT expr	0.494521741
TCGA-EJ-A65E-01	PRAD	TERT expr	0.344824109
TCGA-EJ-A65F-01	PRAD	TERT expr	0.283955606
TCGA-EJ-A65G-01	PRAD	TERT expr	0.3317271
TCGA-EJ-A65J-01	PRAD	TERT expr	0.2922761
TCGA-EJ-A6RA-01	PRAD	TERT expr	0.256495731
TCGA-EJ-A6RC-01	PRAD	TERT expr	0.239231121
TCGA-EJ-A7NF-01	PRAD	TERT expr	0.336341241
TCGA-EJ-A7NG-01	PRAD	TERT expr	0.243217822
TCGA-EJ-A7NH-01	PRAD	TERT expr	0.313010655
TCGA-EJ-A7NK-01	PRAD	TERT expr	0.247455177
TCGA-EJ-A7NM-01	PRAD	TERT expr	0.314178642
TCGA-EJ-A8FN-01	PRAD	TERT expr	0.288615341
TCGA-EJ-A8FO-01	PRAD	TERT expr	0.255104794
TCGA-EJ-A8FS-01	PRAD	TERT expr	0.356775078
TCGA-EJ-A8FU-01	PRAD	TERT expr	0.227344484
TCGA-EL-A3CM-01	THCA	TERT expr	0.309533688
TCGA-EL-A3CO-01	THCA	TERT expr	0.167391375
TCGA-EL-A3CR-01	THCA	TERT expr	0.202339456
TCGA-EL-A3CT-01	THCA	TERT expr	0.29226241
TCGA-EL-A3CU-01	THCA	TERT expr	0.287739003
TCGA-EL-A3CV-01	THCA	TERT expr	0.25075708
TCGA-EL-A3CW-01	THCA	TERT expr	0.302854145
TCGA-EL-A3GQ-01	THCA	TERT expr	0.218023046
TCGA-EL-A3GU-01	THCA	TERT expr	0.313642157
TCGA-EL-A3GY-01	THCA	TERT expr	0.238293382
TCGA-EL-A3H5-01	THCA	TERT expr	0.221393629
TCGA-EL-A3MX-01	THCA	TERT expr	0.28052157
TCGA-EL-A3MY-01	THCA	TERT expr	0.283530113
TCGA-EL-A3MZ-01	THCA	TERT expr	0.303175027
TCGA-EL-A3T0-01	THCA	TERT expr	0.183500384
TCGA-EL-A3T9-01	THCA	TERT expr	0.342464266
TCGA-EL-A4JZ-01	THCA	TERT expr	0.228961866
TCGA-EL-A4K6-01	THCA	TERT expr	0.298351302
TCGA-EL-A4K7-01	THCA	TERT expr	0.254475134
TCGA-EL-A4K9-01	THCA	TERT expr	0.263266433
TCGA-EL-A4KI-01	THCA	TERT expr	0.370643653
TCGA-EM-A22M-01	THCA	TERT expr	0.247472338
TCGA-EM-A22O-01	THCA	TERT expr	0.381683343
TCGA-EM-A2CN-01	THCA	TERT expr	0.370817085
TCGA-EM-A2CP-01	THCA	TERT expr	0.21018985
TCGA-EM-A2P1-01	THCA	TERT expr	0.261360395
TCGA-EM-A3AJ-01	THCA	TERT expr	0.228128856
TCGA-EM-A3FQ-01	THCA	TERT expr	0.216276746
TCGA-EM-A3O3-01	THCA	TERT expr	0.317801607
TCGA-EM-A3OA-01	THCA	TERT expr	0.284641726
TCGA-EM-A4FM-01	THCA	TERT expr	0.327055828
TCGA-EM-A4FO-01	THCA	TERT expr	0.253465077
TCGA-EM-A4FQ-01	THCA	TERT expr	0.266346875
TCGA-EM-A4FV-01	THCA	TERT expr	0.253545473
TCGA-EP-A12J-01	LIHC	TERT expr	0.340541275
TCGA-EP-A26S-01	LIHC	TERT expr	0.338051788
TCGA-EP-A2KA-01	LIHC	TERT expr	0.467843136
TCGA-EP-A2KB-01	LIHC	TERT expr	0.57175315
TCGA-EP-A2KC-01	LIHC	TERT expr	0.423817907
TCGA-EP-A3JL-01	LIHC	TERT expr	0.466923618
TCGA-EP-A3RK-01	LIHC	TERT expr	0.350386234
TCGA-EQ-8122-01	STAD	TERT expr	0.546685661
TCGA-EQ-A4SO-01	STAD	TERT expr	0.472058343
TCGA-ES-A2HS-01	LIHC	TERT expr	0.403092144
TCGA-ES-A2HT-01	LIHC	TERT expr	0.245490258
TCGA-ET-A2MX-01	THCA	TERT expr	0.407066489
TCGA-ET-A39M-01	THCA	TERT expr	0.191037652
TCGA-ET-A3BS-01	THCA	TERT expr	0.286686454
TCGA-ET-A3BT-01	THCA	TERT expr	0.31106661
TCGA-ET-A3DQ-01	THCA	TERT expr	0.198535167
TCGA-ET-A3DT-01	THCA	TERT expr	0.258675045
TCGA-ET-A3DW-01	THCA	TERT expr	0.314907793
TCGA-EU-5906-01	KIRC	TERT expr	0.253445655
TCGA-EV-5902-01	KIRP	TERT expr	0.356228908
TCGA-EW-A1IW-01	BRCA	TERT expr	0.477766013
TCGA-EW-A1IX-01	BRCA	TERT expr	0.348591087
TCGA-EW-A1IY-01	BRCA	TERT expr	0.450305131
TCGA-EW-A1IZ-01	BRCA	TERT expr	0.452081241
TCGA-EW-A1J1-01	BRCA	TERT expr	0.441865569
TCGA-EW-A1J3-01	BRCA	TERT expr	0.539389167
TCGA-EW-A1J5-01	BRCA	TERT expr	0.416285217
TCGA-EW-A1J6-01	BRCA	TERT expr	0.426781646
TCGA-EW-A1OV-01	BRCA	TERT expr	0.430748387
TCGA-EW-A1OX-01	BRCA	TERT expr	0.477196492
TCGA-EW-A1OZ-01	BRCA	TERT expr	0.526441573
TCGA-EW-A1P0-01	BRCA	TERT expr	0.405742388
TCGA-EW-A1P1-01	BRCA	TERT expr	0.290504871
TCGA-EW-A1P3-01	BRCA	TERT expr	0.404485033
TCGA-EW-A1P4-01	BRCA	TERT expr	0.43295995
TCGA-EW-A1P5-01	BRCA	TERT expr	0.480362295
TCGA-EW-A1P6-01	BRCA	TERT expr	0.480513399
TCGA-EW-A1P7-01	BRCA	TERT expr	0.276685744
TCGA-EW-A1P8-01	BRCA	TERT expr	0.500633292
TCGA-EW-A1PA-01	BRCA	TERT expr	0.452773862
TCGA-EW-A1PB-01	BRCA	TERT expr	0.502801363
TCGA-EW-A1PC-01	BRCA	TERT expr	0.700272349
TCGA-EW-A1PD-01	BRCA	TERT expr	0.424904321
TCGA-EW-A1PH-01	BRCA	TERT expr	0.495560607
TCGA-EW-A2FR-01	BRCA	TERT expr	0.33063796
TCGA-EW-A2FS-01	BRCA	TERT expr	0.374704809
TCGA-EW-A2FV-01	BRCA	TERT expr	0.417535773
TCGA-EW-A3E8-01	BRCA	TERT expr	0.388461951
TCGA-EW-A3U0-01	BRCA	TERT expr	0.475877801
TCGA-EW-A423-01	BRCA	TERT expr	0.474064892
TCGA-F1-6177-01	STAD	TERT expr	0.843293601
TCGA-F1-6874-01	STAD	TERT expr	0.559162707
TCGA-F1-6875-01	STAD	TERT expr	0.635633569
TCGA-F1-A448-01	STAD	TERT expr	0.381517572
TCGA-F2-6879-01	PAAD	TERT expr	0.285649886
TCGA-F2-A7TX-01	PAAD	TERT expr	0.378838737
TCGA-F2-A8YN-01	PAAD	TERT expr	0.335150624
TCGA-F4-6459-01	CRC	TERT expr	0.38211057
TCGA-F4-6460-01	CRC	TERT expr	0.516492983
TCGA-F4-6461-01	CRC	TERT expr	0.435271497
TCGA-F4-6463-01	CRC	TERT expr	0.394811986
TCGA-F4-6569-01	CRC	TERT expr	0.434242721
TCGA-F4-6570-01	CRC	TERT expr	0.599838917
TCGA-F4-6703-01	CRC	TERT expr	0.352818772
TCGA-F4-6704-01	CRC	TERT expr	0.594115792
TCGA-F4-6805-01	CRC	TERT expr	0.478974211
TCGA-F4-6806-01	CRC	TERT expr	0.445655791
TCGA-F4-6807-01	CRC	TERT expr	0.44878697
TCGA-F4-6808-01	CRC	TERT expr	0.528556888
TCGA-F4-6809-01	CRC	TERT expr	0.369909015
TCGA-F4-6854-01	CRC	TERT expr	0.533499662
TCGA-F4-6855-01	CRC	TERT expr	0.489334777
TCGA-F4-6856-01	CRC	TERT expr	0.511088965
TCGA-F5-6464-01	CRC	TERT expr	0.384169196
TCGA-F5-6465-01	CRC	TERT expr	0.464800848
TCGA-F5-6571-01	CRC	TERT expr	0.372643361
TCGA-F5-6702-01	CRC	TERT expr	0.36174658
TCGA-F5-6812-01	CRC	TERT expr	0.41133008
TCGA-F5-6813-01	CRC	TERT expr	0.548166895
TCGA-F5-6814-01	CRC	TERT expr	0.648487165
TCGA-F5-6861-01	CRC	TERT expr	0.52554639
TCGA-F5-6863-01	CRC	TERT expr	0.516355853
TCGA-F5-6864-01	CRC	TERT expr	0.458621601
TCGA-F7-7848-01	HNSC	TERT expr	0.501006834
TCGA-F7-8298-01	HNSC	TERT expr	0.580204983
TCGA-F7-8489-01	HNSC	TERT expr	0.37784686
TCGA-F7-A50G-01	HNSC	TERT expr	0.448338854
TCGA-F7-A50I-01	HNSC	TERT expr	0.31995103
TCGA-F7-A50J-01	HNSC	TERT expr	0.484138546
TCGA-F7-A61S-01	HNSC	TERT expr	0.474304369
TCGA-F7-A61V-01	HNSC	TERT expr	0.548694838
TCGA-F7-A61W-01	HNSC	TERT expr	0.52043302
TCGA-F7-A620-01	HNSC	TERT expr	0.460031067
